set,name,cost,gender,range,traits,icon
7.5,Idas,7,0,1,"['Shimmerscale', 'Guardian', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Idas_1653029461.png
7.5,Shi Oh Yu,7,0,1,"['Jade', 'Mystic', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/ShiOhYu_1653187776.png
7.5,Zippy,6,0,1,"['Guild', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Zippy_1664508034-Zippy_1661407350-tft7_zippy_square.tft_set7_stage2.png
7.5,Syfen,7,0,1,"['Whispers', 'Bruiser', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Syfen_1653029452.png
7.5,Swain,7,0,2,"['Darkflight', 'Dragons']","//cdn.lolchess.gg/upload/images/champions/Swain_1661160992-Swain, Dragon Tyrant.jpg"
7.5,Ezreal,1,0,3,"['Tempest', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Ezreal_1653030256.png
7.5,Gnar,2,0,2,"['Jade', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Gnar_1653029639.png
7.5,Graves,4,0,3,"['Tempest', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Graves_1661160979-Graves.jpg
7.5,Hecarim,4,0,1,"['Ragewing', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Hecarim_1653030476.png
7.5,Jax,2,0,1,"['Jade', 'Shimmerscale', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Jax_1661160884-Jax.jpg
7.5,Jayce,4,0,3,"['Guild', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Jayce_1661160949-Jayce.jpg
7.5,Kaisa,2,0,4,"['Lagoon', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Kaisa_1661160931-Kai�sa.jpg
7.5,Karma,1,0,4,"['Jade', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Karma_1653030340.png
7.5,Lee Sin,3,0,1,"['Tempest', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1653029760.png
7.5,Leona,1,0,1,"['Mirage', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Leona_1653029737.png
7.5,Lillia,2,0,1,"['Scalescorn', 'Cavalier', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Lillia_1653029767.png
7.5,Lux,2,0,4,"['Astral', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Lux_1661161022-Lux.jpg
7.5,Malphite,1,0,1,"['Lagoon', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Malphite_1661161013-Malphite.jpg
7.5,Nasus,1,0,1,"['Shimmerscale', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Nasus_1661161028-Nasus.jpg
7.5,Nidalee,1,0,4,"['Astral', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Nidalee_1653029698.png
7.5,Nilah,4,0,2,"['Lagoon', 'Assassin']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Nilah.png
7.5,Nomsy,6,0,4,"['Prodigy', 'Dragons']",//cdn.lolchess.gg/upload/images/champions/Nomsy_1661160913-Nomsy.jpg
7.5,Nunu,3,0,1,"['Mirage', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Nunu_1653029687.png
7.5,Olaf,3,0,1,"['Scalescorn', 'Bruiser', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Olaf_1653030240.png
7.5,Pantheon,4,0,1,"['Whispers', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Pantheon_1661160893-Pantheon.jpg
7.5,Qiyana,2,0,1,"['Tempest', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Qiyana_1653030385.png
7.5,Rakan,3,0,2,"['Ragewing', 'Guardian', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Rakan_1661161005-Rakan.jpg
7.5,Rell,2,0,1,"['Darkflight', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Rell_1661160999-Rell.jpg
7.5,Rengar,3,0,1,"['Darkflight', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Rengar_1661161045-Rengar.jpg
7.5,Sejuani,1,0,1,"['Guild', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1653029956.png
7.5,Senna,1,0,4,"['Ragewing', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Senna_1653029893.png
7.5,Seraphine,3,0,3,"['Lagoon', 'Mystic', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/Seraphine_1661160986-Seraphine.jpg
7.5,Sett,1,0,1,"['Ragewing', 'Dragonmancer']",//cdn.lolchess.gg/upload/images/champions/Sett_1653030015.png
7.5,Shyvana,8,0,1,"['Ragewing', 'Dragons', 'Shapeshifter']",//cdn.lolchess.gg/upload/images/champions/Shyvana_1653030108.png
7.5,Skarner,1,0,1,"['Astral', 'Bruiser']",//cdn.lolchess.gg/upload/images/champions/Skarner_1653030158.png
7.5,Soraka,5,0,4,"['Jade', 'Starcaller']",//cdn.lolchess.gg/upload/images/champions/Soraka_1653030051.png
7.5,Sylas,3,0,1,"['Whispers', 'Bruiser', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Sylas_1653029846.png
7.5,Taliyah,1,0,4,"['Lagoon', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Taliyah_1661160902-Taliyah.jpg
7.5,Twitch,2,0,3,"['Guild', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Twitch_1653030423.png
7.5,Varus,3,0,3,"['Astral', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Varus_1653029781.png
7.5,Vladimir,1,0,2,"['Astral', 'Mage']",//cdn.lolchess.gg/upload/images/champions/Vladimir_1653029808.png
7.5,Monkey King,1,0,1,"['Jade', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/MonkeyKing_1661160962-Wukong.jpg
7.5,Xayah,4,0,3,"['Ragewing', 'Swiftshot']",//cdn.lolchess.gg/upload/images/champions/Xayah_1653030304.png
7.5,Yasuo,5,0,1,"['Mirage', 'Dragonmancer', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1653030213.png
7.5,Yone,2,0,1,"['Mirage', 'Warrior']",//cdn.lolchess.gg/upload/images/champions/Yone_1653030248.png
7.5,Zac,2,0,1,"['Lagoon', 'Guardian']",//cdn.lolchess.gg/upload/images/champions/Zac_1661160939-Zac.jpg
7.5,Zeri,3,0,4,"['Lagoon', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/Zeri_1661160923-Zeri.jpg
7.5,Zoe,5,0,4,"['Shimmerscale', 'Mage', 'Spell Thief']",//cdn.lolchess.gg/upload/images/champions/Zoe_1653030312.png
7.5,Zyra,2,0,4,"['Whispers', 'Evoker']",//cdn.lolchess.gg/upload/images/champions/Zyra_1661160955-Zyra.jpg
8,Alistar,3,0,1,"['Ox Force', 'Aegis', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Alistar_1668168617-Alistar.jpg
8,Annie,2,0,2,"['Gadgeteen', 'Ox Force', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Annie_1668168621-Annie.jpg
8,Aphelios,5,0,4,"['Arsenal', 'Ox Force', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Aphelios_1668168612-Aphelios.jpg
8,Ashe,1,0,4,"['Laser Corps', 'Recon']",//cdn.lolchess.gg/upload/images/champions/Ashe_1668168626-Ashe.jpg
8,Aurelion Sol,4,0,4,['Threat'],//cdn.lolchess.gg/upload/images/champions/AurelionSol_1668168606-AurelionSol.jpg
8,Bel Veth,4,0,2,['Threat'],//cdn.lolchess.gg/upload/images/champions/Belveth_1668168473-BelVeth.jpg
8,Blitzcrank,1,0,1,"['ADMIN', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Blitzcrank_1668168485-Blitzcrank.jpg
8,Camille,2,0,1,"['ADMIN', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Camille_1668168802-Camille.jpg
8,Chogath,3,0,1,['Threat'],//cdn.lolchess.gg/upload/images/champions/Chogath_1668168795-Chogath.jpg
8,Draven,2,0,4,"['Mecha P R I M E', 'Ace']",//cdn.lolchess.gg/upload/images/champions/Draven_1668167910-Draven.jpg
8,Ekko,4,0,1,"['Star Guardian', 'Aegis', 'Prankster']",//cdn.lolchess.gg/upload/images/champions/Ekko_1668168638-Ekko.jpg
8,Ezreal,2,0,4,"['Underground', 'Recon']",//cdn.lolchess.gg/upload/images/champions/Ezreal_1668168667-Ezreal.jpg
8,Fiddlesticks,5,0,1,"['Threat', 'Corrupted']",//cdn.lolchess.gg/upload/images/champions/Fiddlesticks_1668168825-Fiddlesticks.jpg
8,Fiora,2,0,1,"['Ox Force', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Fiora_1668168836-Fiora.jpg
8,Galio,1,0,1,"['Civilian', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Galio_1668167832-Galio.jpg
8,Gangplank,1,0,1,"['Supers', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Gangplank_1668167844-Gangplank.jpg
8,Janna,5,0,4,"['Civilian', 'Forecaster', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Janna_1668168692-Janna.jpg
8,Jax,3,0,1,"['Mecha P R I M E', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Jax_1668168698-Jax.jpg
8,Jinx,2,0,4,"['Anima Squad', 'Prankster']",//cdn.lolchess.gg/upload/images/champions/Jinx_1668168788-Jinx.jpg
8,Kaisa,3,0,4,"['Star Guardian', 'Recon']",//cdn.lolchess.gg/upload/images/champions/Kaisa_1668168711-Kaisa.jpg
8,Kayle,1,0,4,"['Underground', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Kayle_1668168735-Kayle.jpg
8,Leblanc,3,0,4,"['ADMIN', 'Spellslinger', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Leblanc_1668168381-Leblanc.jpg
8,Lee Sin,2,0,1,"['Supers', 'Heart', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1668168399-LeeSin.jpg
8,Leona,5,0,1,"['Mecha P R I M E', 'Renegade', 'Aegis']",//cdn.lolchess.gg/upload/images/champions/Leona_1668167945-Leona.jpg
8,Lulu,1,0,4,"['Gadgeteen', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Lulu_1668168372-Lulu.jpg
8,Lux,1,0,4,"['Star Guardian', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Lux_1668167927-Lux.jpg
8,Malphite,2,0,1,"['Supers', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Malphite_1668168421-Malphite.jpg
8,Miss Fortune,4,0,4,"['Anima Squad', 'Ace']",//cdn.lolchess.gg/upload/images/champions/MissFortune_1668168442-MissFortune.jpg
8,Mordekaiser,5,0,1,"['Laser Corps', 'Ace']",//cdn.lolchess.gg/upload/images/champions/Mordekaiser_1668168435-Mordekaiser.jpg
8,Nasus,1,0,1,"['Anima Squad', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Nasus_1668167855-Nasus.jpg
8,Nilah,3,0,1,"['Star Guardian', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Nilah_1668167902-Nilah.jpg
8,Nunu,5,0,1,"['Gadgeteen', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Nunu_1668167875-Nunu.jpg
8,Poppy,1,0,1,"['Gadgeteen', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Poppy_1668168526-Poppy.jpg
8,Rammus,3,0,1,['Threat'],//cdn.lolchess.gg/upload/images/champions/Rammus_1668167920-Rammus.jpg
8,Rell,2,0,1,"['Star Guardian', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Rell_1668168355-Rell.jpg
8,Renekton,1,0,1,"['Laser Corps', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Renekton_1668167936-Renekton.jpg
8,Riven,3,0,1,"['Anima Squad', 'Brawler', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Riven_1668168390-Riven.jpg
8,Samira,4,0,4,"['Underground', 'Ace', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Samira_1668168533-Samira.jpg
8,Sejuani,4,0,1,"['Laser Corps', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1668168560-Sejuani.jpg
8,Senna,3,0,4,"['Laser Corps', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Senna_1668168549-Senna.jpg
8,Sett,4,0,1,"['Mecha P R I M E', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Sett_1668168568-Sett.jpg
8,Sivir,2,0,4,"['Civilian', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Sivir_1668168593-Sivir.jpg
8,Sona,3,0,4,"['Underground', 'Heart', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Sona_1668168576-Sona.jpg
8,Soraka,4,0,4,"['ADMIN', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Soraka_1668168584-Soraka.jpg
8,Sylas,1,0,1,"['Anima Squad', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Sylas_1668168543-Sylas.jpg
8,Syndra,5,0,4,"['Star Guardian', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Syndra_1668168599-Syndra.jpg
8,Taliyah,4,0,4,"['Star Guardian', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Taliyah_1668168820-Taliyah.jpg
8,Talon,1,0,1,"['Ox Force', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Talon_1668168811-Talon.jpg
8,Urgot,5,0,3,['Threat'],//cdn.lolchess.gg/upload/images/champions/Urgot_1668168652-Urgot.jpg
8,Vayne,3,0,4,"['Anima Squad', 'Duelist', 'Recon']",//cdn.lolchess.gg/upload/images/champions/Vayne_1668168465-Vayne.jpg
8,Velkoz,3,0,4,['Threat'],//cdn.lolchess.gg/upload/images/champions/Velkoz_1668168479-Velkoz.jpg
8,Vi,2,0,1,"['Underground', 'Aegis', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Vi_1668168449-Vi.jpg
8,Viego,4,0,1,"['Ox Force', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Viego_1668168492-Viego.jpg
8,Monkey King,1,0,1,"['Mecha P R I M E', 'Defender']",//cdn.lolchess.gg/upload/images/champions/MonkeyKing_1668168644-Wukong.jpg
8,Yasuo,2,0,1,"['Laser Corps', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1668168633-Yasuo.jpg
8,Yuumi,2,0,4,"['Star Guardian', 'Mascot', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Yuumi_1668168657-Yuumi.jpg
8,Zac,4,0,1,['Threat'],//cdn.lolchess.gg/upload/images/champions/Zac_1668168679-Zac.jpg
8,Zed,4,0,1,"['Laser Corps', 'Duelist', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Zed_1668168704-Zed.jpg
8,Zoe,3,0,4,"['Gadgeteen', 'Prankster', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Zoe_1668168742-Zoe.jpg
8.5,Sivir,2,0,4,"['Infiniteam', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Sivir_1677905307-Sivir.png
8.5,Aatrox,4,0,1,['Threat'],//cdn.lolchess.gg/upload/images/champions/Aatrox_1677905239-Aatrox.png
8.5,Alistar,3,0,1,"['Ox Force', 'Mascot', 'Aegis']",//cdn.lolchess.gg/upload/images/champions/Alistar_1668168617-Alistar.jpg
8.5,Annie,2,0,2,"['Gadgeteen', 'Ox Force', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Annie_1668168621-Annie.jpg
8.5,Ashe,1,0,4,"['Laser Corps', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Ashe_1668168626-Ashe.jpg
8.5,Aurelion Sol,4,0,4,['Threat'],//cdn.lolchess.gg/upload/images/champions/AurelionSol_1668168606-AurelionSol.jpg
8.5,Bel Veth,4,0,2,['Threat'],//cdn.lolchess.gg/upload/images/champions/Belveth_1668168473-BelVeth.jpg
8.5,Blitzcrank,1,0,1,"['ADMIN', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Blitzcrank_1668168485-Blitzcrank.jpg
8.5,Camille,2,0,1,"['ADMIN', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Camille_1668168802-Camille.jpg
8.5,Draven,2,0,4,"['Mecha P R I M E', 'Ace']",//cdn.lolchess.gg/upload/images/champions/Draven_1668167910-Draven.jpg
8.5,Ekko,4,0,1,"['Star Guardian', 'Aegis', 'Prankster']",//cdn.lolchess.gg/upload/images/champions/Ekko_1668168638-Ekko.jpg
8.5,Ezreal,2,0,4,"['Underground', 'Parallel', 'Quickdraw']",//cdn.lolchess.gg/upload/images/champions/Ezreal_1668168667-Ezreal.jpg
8.5,Ezreal Future,5,0,4,"['Infiniteam', 'Sureshot', 'Parallel']",//cdn.lolchess.gg/upload/images/champions/EzrealFuture_1677905318-UltimateEzreal.png
8.5,Fiddlesticks,5,0,1,"['Threat', 'Corrupted']",//cdn.lolchess.gg/upload/images/champions/Fiddlesticks_1668168825-Fiddlesticks.jpg
8.5,Fiora,2,0,1,"['Ox Force', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Fiora_1668168836-Fiora.jpg
8.5,Gangplank,1,0,1,"['Supers', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Gangplank_1668167844-Gangplank.jpg
8.5,Garen,4,0,1,"['Mecha P R I M E', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Garen_1677905245-Garen.png
8.5,Gnar,3,0,1,"['Gadgeteen', 'Prankster']",//cdn.lolchess.gg/upload/images/champions/Gnar_1677905251-Gnar.png
8.5,Janna,5,0,4,"['Forecaster', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Janna_1668168692-Janna.jpg
8.5,Jax,3,0,1,"['Mecha P R I M E', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Jax_1668168698-Jax.jpg
8.5,Jhin,4,0,8,"['Riftwalker', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Jhin_1677905255-Jhin.png
8.5,Jinx,2,0,4,"['Anima Squad', 'Prankster']",//cdn.lolchess.gg/upload/images/champions/Jinx_1668168788-Jinx.jpg
8.5,Kaisa,3,0,4,"['Star Guardian', 'Quickdraw']",//cdn.lolchess.gg/upload/images/champions/Kaisa_1668168711-Kaisa.jpg
8.5,Kayle,1,0,4,"['Underground', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Kayle_1668168735-Kayle.jpg
8.5,Leblanc,3,0,4,"['ADMIN', 'Spellslinger', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Leblanc_1668168381-Leblanc.jpg
8.5,Lee Sin,2,0,1,"['Supers', 'Heart', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1668168399-LeeSin.jpg
8.5,Leona,5,0,1,"['Mecha P R I M E', 'Renegade', 'Aegis']",//cdn.lolchess.gg/upload/images/champions/Leona_1668167945-Leona.jpg
8.5,Lucian,1,0,4,"['Infiniteam', 'Renegade', 'Quickdraw']",//cdn.lolchess.gg/upload/images/champions/Lucian_1677905263-Lucian.png
8.5,Lulu,1,0,4,"['Gadgeteen', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Lulu_1668168372-Lulu.jpg
8.5,Lux,1,0,4,"['Star Guardian', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Lux_1668167927-Lux.jpg
8.5,Malphite,2,0,1,"['Supers', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Malphite_1668168421-Malphite.jpg
8.5,Miss Fortune,4,0,4,"['Anima Squad', 'Quickdraw', 'Ace']",//cdn.lolchess.gg/upload/images/champions/MissFortune_1668168442-MissFortune.jpg
8.5,Mordekaiser,5,0,1,"['Laser Corps', 'Ace']",//cdn.lolchess.gg/upload/images/champions/Mordekaiser_1668168435-Mordekaiser.jpg
8.5,Morgana,3,0,4,['Threat'],//cdn.lolchess.gg/upload/images/champions/Morgana_1677905277-Morgana.png
8.5,Nasus,1,0,1,"['Anima Squad', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Nasus_1668167855-Nasus.jpg
8.5,Neeko,4,0,4,"['Star Guardian', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Neeko_1677905284-Neeko.png
8.5,Nilah,3,0,1,"['Star Guardian', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Nilah_1668167902-Nilah.jpg
8.5,Nunu,5,0,1,"['Gadgeteen', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Nunu_1668167875-Nunu.jpg
8.5,Pantheon,1,0,1,"['Infiniteam', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Pantheon_1677905290-Pantheon.png
8.5,Poppy,1,0,1,"['Gadgeteen', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Poppy_1668168526-Poppy.jpg
8.5,Pyke,2,0,1,"['Riftwalker', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Pyke_1677905297-Pyke.png
8.5,Rammus,3,0,1,['Threat'],//cdn.lolchess.gg/upload/images/champions/Rammus_1668167920-Rammus.jpg
8.5,Rell,2,0,1,"['Star Guardian', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Rell_1668168355-Rell.jpg
8.5,Renekton,1,0,1,"['Laser Corps', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Renekton_1668167936-Renekton.jpg
8.5,Riven,3,0,1,"['Anima Squad', 'Brawler', 'Defender']",//cdn.lolchess.gg/upload/images/champions/Riven_1668168390-Riven.jpg
8.5,Samira,4,0,4,"['Underground', 'Ace', 'Sureshot']",//cdn.lolchess.gg/upload/images/champions/Samira_1668168533-Samira.jpg
8.5,Shen,3,0,1,"['Infiniteam', 'Defender', 'Hacker']",//cdn.lolchess.gg/upload/images/champions/Shen_1677905302-Shen.png
8.5,Sona,3,0,4,"['Underground', 'Heart', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/Sona_1668168576-Sona.jpg
8.5,Sylas,1,0,1,"['Anima Squad', 'Renegade']",//cdn.lolchess.gg/upload/images/champions/Sylas_1668168543-Sylas.jpg
8.5,Syndra,5,0,4,"['Star Guardian', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Syndra_1668168599-Syndra.jpg
8.5,Twisted Fate,4,0,4,"['Infiniteam', 'Duelist', 'Spellslinger']",//cdn.lolchess.gg/upload/images/champions/TwistedFate_1677905313-TwistedFate.png
8.5,Urgot,5,0,3,"['Star Guardian', 'Threat']",//cdn.lolchess.gg/upload/images/champions/Urgot_1685930537-Urgot.jpg
8.5,Vayne,3,0,4,"['Anima Squad', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Vayne_1668168465-Vayne.jpg
8.5,Vex,3,0,4,"['Riftwalker', 'Mascot']",//cdn.lolchess.gg/upload/images/champions/Vex_1677905323-Vex.png
8.5,Vi,2,0,1,"['Underground', 'Aegis', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Vi_1668168449-Vi.jpg
8.5,Viego,4,0,1,"['Ox Force', 'Renegade', 'Heart']",//cdn.lolchess.gg/upload/images/champions/Viego_1668168492-Viego.jpg
8.5,Warwick,4,0,1,"['ADMIN', 'Laser Corps', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Warwick_1677905329-Warwick.png
8.5,Monkey King,1,0,1,"['Mecha P R I M E', 'Defender']",//cdn.lolchess.gg/upload/images/champions/MonkeyKing_1668168644-Wukong.jpg
8.5,Yasuo,2,0,1,"['Laser Corps', 'Duelist']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1668168633-Yasuo.jpg
9,Aatrox,5,0,1,"['Darkin', 'Juggernaut', 'Slayer']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Aatrox.png
9,Ahri,5,0,4,"['Ionia', 'Sorcerer']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ahri.png
9,Akshan,3,0,4,"['Shurima', 'Deadeye']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Akshan.png
9,Aphelios,4,0,4,"['Targon', 'Deadeye']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Aphelios.png
9,Ashe,2,0,4,"['Freljord', 'Deadeye']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ashe.png
9,Azir,4,0,4,"['Shurima', 'Strategist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Azir.png
9,Belveth,5,0,2,"['Void', 'Empress']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Belveth.png
9,Cassiopeia,1,0,4,"['Noxus', 'Shurima', 'Invoker']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Cassiopeia.png
9,Chogath,1,0,1,"['Void', 'Bruiser']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Chogath.png
9,Darius,3,0,1,"['Noxus', 'Juggernaut']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Darius.png
9,Ekko,3,0,1,"['Piltover', 'Zaun', 'Rogue']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Ekko.png
9,Galio,2,0,1,"['Demacia', 'Invoker']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Galio.png
9,Garen,3,0,1,"['Demacia', 'Juggernaut']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Garen.png
9,Gwen,4,0,2,"['Shadow Isles', 'Slayer']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Gwen.png
9,Heimerdinger,5,0,4,"['Piltover', 'Yordle', 'Technogenius']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Heimerdinger.png
9,Irelia,1,0,1,"['Ionia', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Irelia.png
9,Jarvan I V,4,0,1,"['Demacia', 'Strategist']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/JarvanIV.png
9,Jayce,3,0,4,"['Piltover', 'Gunner']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jayce.png
9,Jhin,1,0,3,"['Ionia', 'Deadeye']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jhin.png
9,Jinx,2,0,4,"['Zaun', 'Gunner']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Jinx.png
9,Kaisa,4,0,4,"['Void', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kaisa.png
9,Kalista,3,0,4,"['Shadow Isles', 'Challenger']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kalista.png
9,Karma,3,0,4,"['Ionia', 'Invoker']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Karma.png
9,Kassadin,2,0,1,"['Void', 'Bastion']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kassadin.png
9,Katarina,3,0,1,"['Noxus', 'Rogue']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Katarina.png
9,Kayle,1,0,4,"['Demacia', 'Slayer']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kayle.png
9,Kled,2,0,1,"['Noxus', 'Yordle', 'Slayer']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Kled.png
9,K Sante,5,0,1,"['Shurima', 'Bastion']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/KSante.png
9,Lissandra,3,0,2,"['Freljord', 'Invoker']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Lissandra.png
